Nombre: 843;Num;Nom;NumType;COMMUNE;Population_totale;EMPLOIS_TOTAUX;ENF;EPCI;IRIS
710;1015;Relais des Graves;5;Castres-Gironde;0,00;0;0,00;;
711;1016;Aire des Grands Pins;5;Ayguemorte-les-Graves;0,00;0;0,00;;
712;1017;Aire de Tresses Mélac - Le Canon;5;Tresses;0,00;0;0,00;;
713;1018;Aire La Laurence;5;Fargues-Saint-Hilaire;0,00;0;0,00;;
714;1019;Aire Le Pavillon;5;Sallebœuf;0,00;0;0,00;;
715;1020;Aire multimodale du bourg;5;Cabanac-et-Villagrains;0,00;0;0,00;;
716;1021;Aire de Montussan;5;Montussan;0,00;0;0,00;;
717;1022;Aire des Châlets;5;Lanton;0,00;0;0,00;;
718;1023;Aire du Flautat;5;Bourdelles;0,00;0;0,00;;
719;1024;Aire du bourg;5;Saucats;0,00;0;0,00;;
720;1025;Les Billaux Ech. 10 A89;5;Les Billaux;0,00;0;0,00;;
721;1026;Abzac A89 échangeur 11 Coutras;5;Abzac;0,00;0;0,00;;
722;1027;Aire du Flaman;5;Yvrac;0,00;0;0,00;;
723;1028;Aire Sainte Eulalie Grand Tour;5;Sainte-Eulalie;0,00;0;0,00;;
724;1029;Place Bourg;5;Marsas;0,00;0;0,00;;
725;1030;Aire Illats Podensac A62;5;Illats;0,00;0;0,00;;
726;1031;Aire de Lestauleyres;5;Mios;0,00;0;0,00;;
727;1032;Aire Aillas ZA-A62;5;Aillas;0,00;0;0,00;;
728;1033;Aire Bazas A65;5;Bazas;0,00;0;0,00;;
729;1034;Aire Captieux A65;5;Captieux;0,00;0;0,00;;
730;1035;Aire de Sadirac-Lorient;5;Sadirac;0,00;0;0,00;;
731;1036;Aire de Mios échangeur 2  A660/RD3 SUD;5;Mios;0,00;0;0,00;;
732;1037;Aire de Carignan;5;Carignan-de-Bordeaux;0,00;0;0,00;;
733;1038;Aire Les Cantines;5;Saint-Jean-d'Illac;0,00;0;0,00;;
734;1039;Aire de St Laurent d'Arce;5;Saint-Laurent-d'Arce;0,00;0;0,00;;
735;1040;Aire de Baron;5;Baron;0,00;0;0,00;;
736;1041;Aire d'Arsac;5;Arsac;0,00;0;0,00;;
737;1042;Aire de Cadiot;5;Ludon-Médoc;0,00;0;0,00;;
738;1043;Aire du Courneau;5;Canéjan;0,00;0;0,00;;
739;1044;Nelson Paillou;5;Artigues-près-Bordeaux;0,00;0;0,00;;
740;1045;Aire du stade;5;Arveyres;0,00;0;0,00;;
741;1046;Aire de Baron Bariac;5;Baron;0,00;0;0,00;;
742;1047;Bel Air;3;Berson;0,00;0;0,00;;
743;1048;Rue des papetiers;5;Biganos;0,00;0;0,00;;
744;1049;Aire de l'église;5;Brach;0,00;0;0,00;;
745;1050;Parking de la Piscine;5;Cadillac;0,00;0;0,00;;
746;1051;Parking de la route de Créon;5;Capian;0,00;0;0,00;;
747;1052;Aire de la Presqu'île;5;Castelnau-de-Médoc;0,00;0;0,00;;
748;1053;Aire de covoiturage du Pont de Cotet;5;Cavignac;0,00;0;0,00;;
749;1054;Aire de Choisy;5;Cestas;0,00;0;0,00;;
750;1055;Centre Commercial Gazinet Nord Cestas;5;Cestas;0,00;0;0,00;;
751;1056;Aire de Cantelande;5;Cestas;0,00;0;0,00;;
752;1057;Carrefour Market Créon;5;Créon;0,00;0;0,00;;
753;1058;Place Docteur Dejean;5;Fargues-Saint-Hilaire;0,00;0;0,00;;
754;1059;Aire allée Perrault;5;Gujan-Mestras;0,00;0;0,00;;
755;1060;Aire de la Plaine des sports;5;La Teste-de-Buch;0,00;0;0,00;;
756;1061;Gare de péage Langon;5;Langon;0,00;0;0,00;;
757;1062;Aire de Blagon;5;Lanton;0,00;0;0,00;;
758;1063;Centre commercial E. Leclerc;5;Léognan;0,00;0;0,00;;
759;1064;Place du Marché;5;Léognan;0,00;0;0,00;;
760;1065;Villeneuve;5;Le Porge;0,00;0;0,00;;
761;1066;Place Eugène Marcou;5;Lesparre-Médoc;0,00;0;0,00;;
762;1067;Parking Petite Enfance;5;Le Tourne;0,00;0;0,00;;
763;1068;Parking de la gare;5;Ludon-Médoc;0,00;0;0,00;;
764;1069;Parking de la bibliothèque;5;Paillet;0,00;0;0,00;;
765;1070;Parking intermodal;5;Parempuyre;0,00;0;0,00;;
766;1071;Parking allée des Pins;5;Pompignac;0,00;0;0,00;;
767;1072;Aire de la Mairie;5;Prignac-et-Marcamps;0,00;0;0,00;;
768;1073;Cave coopérative;5;Pugnac;0,00;0;0,00;;
769;1074;La Barotte;5;Saint-André-de-Cubzac;0,00;0;0,00;;
770;1075;La Garosse;5;Saint-André-de-Cubzac;0,00;0;0,00;;
771;1076;Stade;5;Sainte-Hélène;0,00;0;0,00;;
772;1077;Collège de l'Estey;5;Saint-Jean-d'Illac;0,00;0;0,00;;
773;1078;Place du 8 mai 1945;5;Saint-Laurent-Médoc;0,00;0;0,00;;
774;1079;Leynier;5;Salignac;0,00;0;0,00;;
775;1080;Parking cimetière;5;Targon;0,00;0;0,00;;
776;1081;Aire de covoiturage des Tennis;5;Arsac;0,00;0;0,00;;
777;1082;Centre Commercial La House;5;Canéjan;0,00;0;0,00;;
778;1083;Aire du Maquis de Vignes-Oudides;5;Hourtin;0,00;0;0,00;;
779;1084;Centre commercial Carrefour;5;Lormont;0,00;0;0,00;;
780;1085;Christians FETIS;5;Pauillac;0,00;0;0,00;;
781;1086;Parking de la Gare;5;Rions;0,00;0;0,00;;
782;1087;Aire Intermarché Picot;5;Saint-Médard-en-Jalles;0,00;0;0,00;;
783;1088;La tonne à Jeannot;5;Audenge;0,00;0;0,00;;
784;1089;Espace Culturel Lucien Mounaix;5;Biganos;0,00;0;0,00;;
785;1090;Avenue de la Gare;5;Lège-Cap-Ferret;0,00;0;0,00;;
786;1091;Giratoire de la caravelle;5;Marcheprime;0,00;0;0,00;;
787;1092;Giratoire du cimetière;5;Marcheprime;0,00;0;0,00;;
788;1093;Aire de covoiturage de Mios/A63;5;Mios;0,00;0;0,00;;
789;1094;Aire de covoiturage de Salles/Belin-Beliet;5;Salles;0,00;0;0,00;;
790;1095;Aire de Senau;5;Vayres;0,00;0;0,00;;
791;1096;Parking rue des Jasmins;5;Eysines;0,00;0;0,00;;
792;1097;Parking allée du Limancet;5;Eysines;0,00;0;0,00;;
793;1098;Centre commercial Super U;5;Eysines;0,00;0;0,00;;
794;1099;Décathlon Oxylane;5;Mérignac;0,00;0;0,00;;
795;1100;Parking rue Ariane;5;Mérignac;0,00;0;0,00;;
796;1101;Parking avenue du Maréchal de Lattre de Tassigny;5;Mérignac;0,00;0;0,00;;
797;1102;Place Mondesir;5;Mérignac;0,00;0;0,00;;
798;1103;Place du Général Gouraud;5;Mérignac;0,00;0;0,00;;
799;1104;Parking rue Jean Duperrier;5;Saint-Médard-en-Jalles;0,00;0;0,00;;
800;1105;Aire carrefour market;5;Le Taillan-Médoc;0,00;0;0,00;;
801;1106;Parking de la Mairie;5;Bellebat;0,00;0;0,00;;
802;1107;Aire de Jarry;5;Cestas;0,00;0;0,00;;
803;1108;Aire du Fassier;5;Pugnac;0,00;0;0,00;;
804;1109;Gare routière;5;Saint-Médard-en-Jalles;0,00;0;0,00;;
805;1110;Aire Géant Casino Pessac;5;Pessac;0,00;0;0,00;;
806;1111;Aire du Thion;5;Ayguemorte-les-Graves;0,00;0;0,00;;
807;1112;Parking Grand Louis;5;Eysines;0,00;0;0,00;;
808;1113;Parking rue des Treytins;5;Eysines;0,00;0;0,00;;
809;1114;Parking rue des papillons;5;Eysines;0,00;0;0,00;;
810;1115;Aire Supermarché Spar;5;Saint-Louis-de-Montferrand;0,00;0;0,00;;
811;1116;Parking Feydit;5;Saint-Médard-en-Jalles;0,00;0;0,00;;
812;1117;Place Georges Blanc;5;Saint-Médard-en-Jalles;0,00;0;0,00;;
813;1118;Aire de covoiturage de Mios/A660;5;Mios;0,00;0;0,00;;
814;1119;Gare de péage Saint Aubin de Blaye;5;Saint Aubin de Blaye;0,00;0;0,00;;
815;1120;Aire des Chapelles;5;Saint-Denis-de-Pile;0,00;0;0,00;;
816;1121;Aire des Glycines;5;Belin-Béliet;0,00;0;0,00;;
817;1122;Centre Commercial Ivantout;5;Les Peintures;0,00;0;0,00;;
818;1123;Place Maréchal de Lattre de Tassigny;3;Libourne;0,00;0;0,00;;
819;1124;Parking Plage des Dagueys;5;Libourne;0,00;0;0,00;;
820;1125;Parking Hopital Robert Boulin;5;Libourne;0,00;0;0,00;;
821;1126;Parking chemin de Bacchus;5;Bruges;0,00;0;0,00;;
822;1127;Aire des Marguerites;5;Cadaujac;0,00;0;0,00;;
823;1128;Aire de Bardon;5;Galgon;0,00;0;0,00;;
824;1129;Aire de Latresne;5;Latresne;0,00;0;0,00;;
825;1130;Aire du Crématorium;5;Mérignac;0,00;0;0,00;;
826;1131;Aire de Saint Laurent RD 1215;5;Saint-Laurent-Médoc;0,00;0;0,00;;
827;1132;Aire Pas du Soc;5;Avensan;0,00;0;0,00;;
828;1133;Aire Croix de balais;5;Cézac;0,00;0;0,00;;
829;1134;Aire Euromédoc;5;Saint-Aubin-de-Médoc;0,00;0;0,00;;
830;1135;Aire Plaine des Sports;5;Saint-Aubin-de-Médoc;0,00;0;0,00;;
831;1136;Aire de la Mattade;5;Carcans;0,00;0;0,00;;
832;1137;Centre commercial Rives d'Arcins;5;Bègles;0,00;0;0,00;;
833;1138;Domercq Saint Jean;5;Bordeaux;0,00;0;0,00;;
834;1139;Bassens Rome;5;Bassens;0,00;0;0,00;;
835;1140;Breillan;5;Blanquefort;0,00;0;0,00;;
836;1141;11 Novembre - Duvert;5;Blanquefort;0,00;0;0,00;;
837;1142;Eglise de Caychac;5;Blanquefort;0,00;0;0,00;;
838;1143;Aire TEST;5;Abzac;0,00;0;0,00;;
839;1144;echangeur 42 A10;5;Ambarès-et-Lagrave;0,00;0;0,00;;
840;1145;place Yvan Bric;5;Parempuyre;0,00;0;0,00;;
841;1146;Grattequina;5;Parempuyre;0,00;0;0,00;;
842;1147;Belle étoile;5;Tresses;0,00;0;0,00;;
843;1148;Aire de l'Auberge;5;Labarde;0,00;0;0,00;;
